isolate_code,temperature,growth_constant
1,0,-0.15613695899896218
1,0.1,-0.1500837130425781
1,0.2,-0.1440454932530925
1,0.30000000000000004,-0.13802267659318312
1,0.4,-0.132015643138141
1,0.5,-0.12602477609522797
1,0.6000000000000001,-0.12005046182314215
1,0.7000000000000001,-0.11409308985158494
1,0.8,-0.10815305290093669
1,0.9,-0.10223074690203746
1,1,-0.09632657101607364
1,1.1,-0.09044092765457382
1,1.2000000000000002,-0.0845742224995104
1,1.3,-0.07872686452351103
1,1.4000000000000001,-0.07289926601017858
1,1.5,-0.06709184257451982
1,1.6,-0.06130501318348486
1,1.7000000000000002,-0.05553920017661726
1,1.8,-0.04979482928681392
1,1.9000000000000001,-0.044072329661198395
1,2,-0.038372133882104566
1,2.1,-0.03269467798817441
1,2.2,-0.02704040149556807
1,2.3000000000000003,-0.021409747419288767
1,2.4000000000000004,-0.01580316229462102
1,2.5,-0.010221096198684328
1,2.6,-0.004664002772102474
1,2.7,8.676607592111589e-4
1,2.8000000000000003,0.00637343356215174
1,2.9000000000000004,0.011852851174403512
1,3,0.017305445482303353
1,3.1,0.022730744698584753
1,3.2,0.02812827334000398
1,3.3000000000000003,0.03349755220484563
1,3.4000000000000004,0.038838098350308575
1,3.5,0.044149425069771424
1,3.6,0.049431041869936
1,3.7,0.05468245444784917
1,3.8000000000000003,0.05990316466780214
1,3.9000000000000004,0.06509267053810663
1,4,0.07025046618774713
1,4.1000000000000005,0.07537604184290916
1,4.2,0.08046888380338192
1,4.3,0.08552847441883595
1,4.4,0.09055429206497445
1,4.5,0.0955458111195574
1,4.6000000000000005,0.10050250193829872
1,4.7,0.10542383083063504
1,4.800000000000001,0.11030926003536597
1,4.9,0.11515824769616466
1,5,0.11997024783695905
1,5.1000000000000005,0.12474471033718179
1,5.2,0.1294810809068892
1,5.300000000000001,0.13417880106174884
1,5.4,0.13883730809789335
1,5.5,0.14345603506664223
1,5.6000000000000005,0.14803441074908957
1,5.7,0.15257185963055633
1,5.800000000000001,0.157067801874909
1,5.9,0.16152165329874116
1,6,0.1659328253454191
1,6.1000000000000005,0.17030072505899024
1,6.2,0.17462475505795383
1,6.300000000000001,0.17890431350889277
1,6.4,0.1831387940999667
1,6.5,0.18732758601426502
1,6.6000000000000005,0.1914700739030192
1,6.7,0.19556563785867426
1,6.800000000000001,0.19961365338781814
1,6.9,0.20361349138396806
1,7,0.20756451810021448
1,7.1000000000000005,0.21146609512172027
1,7.2,0.21531757933807527
1,7.300000000000001,0.21911832291550604
1,7.4,0.2228676732689383
1,7.5,0.22656497303391418
1,7.6000000000000005,0.23020956003836035
1,7.7,0.23380076727420873
1,7.800000000000001,0.237337922868868
1,7.9,0.2408203500565454
1,8,0.24424736714941805
1,8.1,0.24761828750865336
1,8.200000000000001,0.2509324195152768
1,8.3,0.25418906654088763
1,8.4,0.2573875269182214
1,8.5,0.2605270939115578
1,8.6,0.2636070556869736
1,8.700000000000001,0.26662669528244043
1,8.8,0.2695852905777655
1,8.9,0.2724821142643758
1,9,0.2753164338149441
1,9.1,0.2780875114528561
1,9.200000000000001,0.28079460412151813
1,9.3,0.28343696345350494
1,9.4,0.286013835739546
1,9.5,0.2885244618973504
1,9.600000000000001,0.29096807744026926
1,9.700000000000001,0.2933439124457936
1,9.8,0.29565119152389013
1,9.9,0.29788913378516985
1,10,0.30005695280889255
1,10.100000000000001,0.30215385661080396
1,10.200000000000001,0.30417904761080533
1,10.3,0.30613172260045574
1,10.4,0.3080110727103045
1,10.5,0.3098162833770538
1,10.600000000000001,0.3115465343105517
1,10.700000000000001,0.3132009994606121
1,10.8,0.31477884698366393
1,10.9,0.3162792392092261
1,11,0.3177013326062091
1,11.100000000000001,0.31904427774904137
1,11.200000000000001,0.32030721928362077
1,11.3,0.32148929589308806
1,11.4,0.3225896402634252
1,11.5,0.3236073790488731
1,11.600000000000001,0.32454163283717213
1,11.700000000000001,0.32539151611462164
1,11.8,0.32615613723095904
1,11.9,0.32683459836405737
1,12,0.3274259954844399
1,12.100000000000001,0.3279294183196115
1,12.200000000000001,0.3283439503182058
1,12.3,0.328668668613947
1,12.4,0.3289026439894256
1,12.5,0.32904494083968705
1,12.600000000000001,0.3290946171356327
1,12.700000000000001,0.32905072438723193
1,12.8,0.32891230760654405
1,12.9,0.32867840527055053
1,13,0.32834804928379474
1,13.100000000000001,0.32792026494082976
1,13.200000000000001,0.32739407088847255
1,13.3,0.32676847908786416
1,13.4,0.32604249477633407
1,13.5,0.3252151164290689
1,13.600000000000001,0.3242853357205839
1,13.700000000000001,0.3232521374859957
1,13.8,0.322114499682097
1,13.9,0.3208713933482306
1,14,0.31952178256696273
1,14.100000000000001,0.3180646244245542
1,14.200000000000001,0.31649886897122914
1,14.3,0.3148234591812393
1,14.4,0.3130373309127238
1,14.5,0.31113941286736335
1,14.600000000000001,0.30912862654982687
1,14.700000000000001,0.30700388622701125
1,14.8,0.3047640988870712
1,14.9,0.3024081641982407
1,15,0.29993497446744205
1,15.100000000000001,0.2973434145986846
1,15.200000000000001,0.29463236205124954
1,15.3,0.29180068679766136
1,15.4,0.2888472512814444
1,15.5,0.2857709103746631
1,15.600000000000001,0.2825705113352462
1,15.700000000000001,0.27924489376409173
1,15.8,0.2757928895619542
1,15.9,0.27221332288611066
1,16,0.2685050101068065
1,16.1,0.2646667597634785
1,16.2,0.26069737252075503
1,16.3,0.25659564112423133
1,16.400000000000002,0.25236035035602056
1,16.5,0.24799027699007709
1,16.6,0.24348418974729247
1,16.7,0.23884084925036467
1,16.8,0.23405900797843393
1,16.900000000000002,0.22913741022149173
1,17,0.22407479203455566
1,17.1,0.21886988119161027
1,17.2,0.2135213971393176
1,17.3,0.20802805095048757
1,17.400000000000002,0.20238854527731648
1,17.5,0.19660157430438507
1,17.6,0.19066582370141846
1,17.7,0.18457997057580808
1,17.8,0.17834268342488968
1,17.900000000000002,0.17195262208798265
