curve.id,temperature,growth.rate
1,5,0.3890125268072012
2,5,0.39943705157871384
3,5,0.4332643356467189
4,5,0.3489680041254663
5,5,0.3813634688166748
6,5,0.39864284744976575
7,5,0.28212217806817264
8,5,0.369681783610405
9,5,0.33936500288115723
10,5,0.36037436554323804
11,5,0.37451339930698774
12,5,0.38010698417843064
13,5,0.3315779447218401
14,5,0.377342247932252
15,5,0.31816266050271397
16,5,0.31648329511092044
17,5,0.37964426778428956
18,5,0.3731319950681534
19,5,0.376059718663506
20,5,0.4087790163823882
21,5,0.36738875540681576
22,5,0.37886459955196156
23,5,0.36644494907966624
24,5,0.37424431010755227
25,5,0.42989172723812524
26,5,0.37885787573055624
27,5,0.3787835654408369
28,5,0.42399331584091815
29,5,0.3161319032953861
30,5,0.4183294545531046
31,5,0.3204435060569004
32,5,0.33614339300473267
33,5,0.31946275274021074
34,5,0.3552926565088612
35,5,0.34692291177725687
36,5,0.3133829931198775
37,5,0.3621280519514317
38,5,0.4505373796947825
39,5,0.33683591981654826
40,5,0.31891453305451933
41,5,0.33307206765211006
42,5,0.3596885690262959
43,5,0.37894911315914875
44,5,0.395139473771798
45,5,0.405059792322858
46,5,0.3696692264355586
47,5,0.39768685829226763
48,5,0.4011365387108249
49,5,0.290884585733853
50,5,0.3244934963912403
51,5,0.3381201749423901
52,5,0.3983334248183647
53,5,0.3760629778610382
54,5,0.3736731821539955
55,5,0.3553109322653755
56,5,0.3752868878567133
57,5,0.4402791866562111
58,5,0.3891187816620043
59,5,0.33027385797482467
60,5,0.39680604760233706
61,5,0.3317005343984754
62,5,0.40223991748100135
63,5,0.37186492481246586
64,5,0.3779095365014143
65,5,0.35493026117183274
66,5,0.3939724106111471
67,5,0.39317208125679787
68,5,0.3617460493405315
69,5,0.37728626181080943
70,5,0.34593560971017834
71,5,0.3846464993884897
72,5,0.4239408974132746
73,5,0.3553417484437093
74,5,0.3894934345500809
75,5,0.34181893033811195
76,5,0.3691677451287828
77,5,0.38740170107289207
78,5,0.3546946412113575
79,5,0.33344035056997623
80,5,0.34581132801892067
81,5,0.36144023841294476
82,5,0.29595304840026754
83,5,0.3740709939300589
84,5,0.34946833262350907
85,5,0.44557590976200045
86,5,0.3825564418327008
87,5,0.27014338735342275
88,5,0.30117717383908255
89,5,0.3812407198493984
90,5,0.34918401634867813
91,5,0.364350454288238
92,5,0.3468747652065677
93,5,0.348072268842787
94,5,0.4283313687369854
95,5,0.34308374282964027
96,5,0.3918283473591033
97,5,0.36833933959594695
98,5,0.36410752583502637
99,5,0.42601394233423806
100,5,0.3945869175597609
101,5,0.33079668667915485
102,5,0.28551386270653717
103,5,0.3420923372621353
104,5,0.3326864300105474
105,5,0.4057089403544109
106,5,0.4314614636990169
107,5,0.3640751355808732
108,5,0.36126926677502047
109,5,0.3875058204173158
110,5,0.3840104608860405
111,5,0.37492853164199336
112,5,0.3443986229311053
113,5,0.4283470964408381
114,5,0.35806103224038066
115,5,0.33040333120094145
116,5,0.38083442422146224
117,5,0.3412228807701178
118,5,0.32388178229497727
119,5,0.37834503149322835
120,5,0.3859604730686102
121,5,0.3465103898453771
122,5,0.3371370955121578
123,5,0.40576846536706457
124,5,0.38930426134064017
125,5,0.3474925733880531
126,5,0.3653578928934764
127,5,0.4031285187749313
128,5,0.26042226286404313
129,5,0.32967075428134635
130,5,0.436442463165055
131,5,0.2799946523347343
132,5,0.3622819248920486
133,5,0.37547828939232036
134,5,0.32681926960830554
135,5,0.36310861897373475
136,5,0.34875071557382653
137,5,0.44298272436035746
138,5,0.3678172104033404
139,5,0.27768227101872744
140,5,0.3862014609925461
141,5,0.3476456011973919
142,5,0.3726748939909583
143,5,0.3570911404922444
144,5,0.3150706414249228
145,5,0.33044618921823793
146,5,0.31751947274277853
147,5,0.34614591663251476
148,5,0.35263630514833955
149,5,0.37030037549838607
150,5,0.3179631588770893
151,5,0.35913527940117856
152,5,0.3483049329067987
153,5,0.3521969160502433
154,5,0.331844133838737
155,5,0.3055789382937206
156,5,0.34042396304561634
157,5,0.3567640531423516
158,5,0.3898324662058914
159,5,0.30625205865724675
160,5,0.3492394642111846
161,5,0.33866316832391474
162,5,0.3391771149172396
163,5,0.3156682629896421
164,5,0.30897644074496444
165,5,0.3595926535633478
166,5,0.3732280273352998
167,5,0.4062576969620312
